"","Player","Score","Time"
"3429","Olov Rasmussen",505,14
"3430","Erik Warsky",506,16
"3431","Nelly Fleming",506,8
"3432","Gunnar Weimar",507,21
"3433","Olov Rasmussen",507,13
"3434","Sissy Welch",NA,8
"3435","Sami Carlson",508,24
"3436","Nelly Fleming",515,9
"3437","Erik Warsky",515,23
"3438","Sandra Toble",515,4
"3439","Erik Warsky",515,3
"3440","Gunnar Weimar",516,8
"3441","Erik Warsky",518,22
"3442","Olov Rasmussen",518,8
"3443","Olov Rasmussen",394,13
"3444","Erik Warsky",523,20
"3445","Mike Friedman",523,8
"3446","Gunnar Weimar",523,21
"3447","Viky Moreux",524,16
"3448","Erik Warsky",524,5
"3449","Viky Moreux",524,4
"3450","Gunnar Weimar",526,9
"3451","Erik Warsky",526,10
"3452","Sandra Toble",526,11
"3453","Sami Carlson",NA,20
"3454","Erik Warsky",526,7
"3455","Nelly Fleming",526,18
"3456","Nelly Fleming",526,22
"3457","Sami Carlson",526,21
"3458","Nelly Fleming",526,24
"3459","Erik Warsky",526,22
"3460","Mike Friedman",526,5
"3461","Gerry Walsh",529,8
"3462","Sissy Welch",1818,11
"3463","Viky Moreux",394,9
"3464","Sissy Welch",533,25
"3465","Olga Treischl",NA,24
"3466","Erik Warsky",536,20
"3467","Olga Treischl",540,16
"3468","Gunnar Weimar",540,23
"3469","Mike Friedman",541,15
"3470","Olov Rasmussen",544,6
"3471","Olov Rasmussen",544,11
"3472","Erik Warsky",544,17
"3473","Sandra Toble",544,5
"3474","Olga Treischl",544,5
"3475","Erik Warsky",544,8
"3476","Sandra Toble",544,11
"3477","Olov Rasmussen",544,9
"3478","Sami Carlson",544,22
"3479","Nelly Fleming",545,23
"3480","Mike Friedman",545,12
"3481","Viky Moreux",545,11
"3482","Olga Treischl",545,18
"3483","Mike Friedman",545,23
"3484","Nelly Fleming",548,13
"3485","Sandra Toble",550,4
"3486","Sami Carlson",552,10
"3487","Mike Friedman",552,17
"3488","Viky Moreux",552,17
"3489","Sami Carlson",552,11
"3490","Sissy Welch",552,24
"3491","Olov Rasmussen",552,19
"3492","Gerry Walsh",552,20
"3493","Sami Carlson",552,21
"3494","Mike Friedman",552,18
"3495","Nelly Fleming",345,4
"3496","Erik Warsky",348,5
"3497","Gunnar Weimar",552,15
"3498","Gerry Walsh",553,23
"3499","Erik Warsky",554,23
"3500","Olov Rasmussen",554,19
"3501","Sandra Toble",555,20
"3502","Gunnar Weimar",555,5
"3503","Olov Rasmussen",557,10
"3504","Olov Rasmussen",557,9
"3505","Nelly Fleming",558,11
"3506","Erik Warsky",561,11
"3507","Mike Friedman",561,19
"3508","Mike Friedman",561,10
"3509","Olga Treischl",561,3
"3510","Olga Treischl",562,19
"3511","Gerry Walsh",562,7
"3512","Sandra Toble",563,25
"3513","Mike Friedman",564,24
"3514","Nelly Fleming",407,9
"3515","Nelly Fleming",408,8
"3516","Gerry Walsh",408,11
"3517","Olov Rasmussen",568,7
"3518","Gunnar Weimar",571,3
"3519","Sandra Toble",571,9
"3520","Erik Warsky",571,10
"3521","Gerry Walsh",571,12
"3522","Mike Friedman",571,7
"3523","Nelly Fleming",571,12
"3524","Olov Rasmussen",571,25
"3525","Gerry Walsh",571,25
"3526","Olga Treischl",573,15
"3527","Gerry Walsh",573,22
"3528","Erik Warsky",574,15
"3529","Gunnar Weimar",574,5
"3530","Olov Rasmussen",574,8
"3531","Erik Warsky",574,18
"3532","Olga Treischl",574,25
"3533","Gerry Walsh",574,17
"3534","Olov Rasmussen",576,20
"3535","Sami Carlson",576,21
"3536","Mike Friedman",408,12
"3537","Sami Carlson",413,20
"3538","Gerry Walsh",577,19
"3539","Sami Carlson",579,11
"3540","Sami Carlson",579,11
"3541","Gerry Walsh",579,9
"3542","Gunnar Weimar",579,18
"3543","Viky Moreux",579,14
"3544","Sami Carlson",579,4
"3545","Olga Treischl",581,24
"3546","Mike Friedman",581,11
"3547","Olov Rasmussen",583,8
"3548","Sissy Welch",584,22
"3549","Sissy Welch",589,16
"3550","Olga Treischl",589,20
"3551","Sissy Welch",590,21
"3552","Gunnar Weimar",590,12
"3553","Sandra Toble",417,14
"3554","Mike Friedman",591,16
"3555","Sami Carlson",593,24
"3556","Olov Rasmussen",593,22
"3557","Erik Warsky",596,16
"3558","Viky Moreux",601,13
"3559","Mike Friedman",601,20
"3560","Nelly Fleming",601,21
"3561","Gunnar Weimar",603,17
"3562","Erik Warsky",605,15
"3563","Gerry Walsh",605,10
"3564","Olga Treischl",605,5
"3565","Olga Treischl",605,7
"3566","Nelly Fleming",605,20
"3567","Olga Treischl",605,14
"3568","Nelly Fleming",605,5
"3569","Sissy Welch",605,10
"3570","Sissy Welch",605,15
"3571","Viky Moreux",605,22
"3572","Olov Rasmussen",605,8
"3573","Mike Friedman",605,21
"3574","Mike Friedman",605,12
"3575","Olov Rasmussen",605,14
"3576","Erik Warsky",605,7
"3577","Olga Treischl",605,13
"3578","Viky Moreux",605,9
"3579","Erik Warsky",606,8
"3580","Sissy Welch",608,7
"3581","Gerry Walsh",608,5
"3582","Sissy Welch",421,10
"3583","Sami Carlson",421,22
"3584","Erik Warsky",421,18
"3585","Olov Rasmussen",421,4
"3586","Viky Moreux",610,15
"3587","Sissy Welch",612,20
"3588","Sami Carlson",612,19
"3589","Nelly Fleming",616,11
"3590","Sandra Toble",617,7
"3591","Erik Warsky",620,19
"3592","Mike Friedman",621,3
"3593","Olov Rasmussen",622,8
"3594","Gerry Walsh",624,18
"3595","Nelly Fleming",625,20
"3596","Gunnar Weimar",421,12
"3597","Nelly Fleming",421,21
"3598","Olga Treischl",625,5
"3599","Sandra Toble",625,24
"3600","Viky Moreux",625,17
"3601","Erik Warsky",625,15
"3602","Olga Treischl",625,25
"3603","Mike Friedman",625,12
"3604","Gerry Walsh",625,16
"3605","Gunnar Weimar",625,21
"3606","Erik Warsky",625,8
"3607","Olov Rasmussen",625,23
"3608","Erik Warsky",625,18
"3609","Olga Treischl",628,12
"3610","Olov Rasmussen",628,10
"3611","Gerry Walsh",629,23
"3612","Erik Warsky",630,17
"3613","Mike Friedman",630,15
"3614","Olga Treischl",631,22
"3615","Erik Warsky",424,15
"3616","Nelly Fleming",631,23
"3617","Gunnar Weimar",632,17
"3618","Nelly Fleming",636,23
"3619","Gunnar Weimar",636,22
"3620","Sissy Welch",638,6
"3621","Viky Moreux",638,4
"3622","Nelly Fleming",640,7
"3623","Sami Carlson",641,24
"3624","Gunnar Weimar",642,24
"3625","Gunnar Weimar",642,15
"3626","Mike Friedman",643,7
"3627","Gunnar Weimar",645,8
"3628","Erik Warsky",645,12
"3629","Mike Friedman",645,15
"3630","Olga Treischl",645,8
"3631","Olga Treischl",426,17
"3632","Sissy Welch",645,17
"3633","Gunnar Weimar",645,4
"3634","Gunnar Weimar",648,22
"3635","Sissy Welch",650,9
"3636","Olga Treischl",651,12
"3637","Olov Rasmussen",652,24
"3638","Gerry Walsh",652,14
"3639","Mike Friedman",652,12
"3640","Olov Rasmussen",652,17
"3641","Gunnar Weimar",655,22
"3642","Viky Moreux",430,24
"3643","Viky Moreux",431,10
"3644","Gunnar Weimar",432,19
"3645","Mike Friedman",658,16
"3646","Sissy Welch",658,5
"3647","Sami Carlson",658,18
"3648","Olov Rasmussen",658,8
"3649","Olov Rasmussen",658,19
"3650","Nelly Fleming",658,5
"3651","Nelly Fleming",658,11
"3652","Gerry Walsh",658,24
"3653","Olga Treischl",658,18
"3654","Gunnar Weimar",658,3
"3655","Sandra Toble",658,12
"3656","Mike Friedman",658,10
"3657","Sandra Toble",658,24
"3658","Olov Rasmussen",658,11
"3659","Sandra Toble",658,24
"3660","Gerry Walsh",658,16
"3661","Gunnar Weimar",661,15
"3662","Viky Moreux",663,22
"3663","Gerry Walsh",664,22
"3664","Sissy Welch",665,19
"3665","Sissy Welch",665,20
"3666","Olga Treischl",665,6
"3667","Sissy Welch",666,10
"3668","Sami Carlson",360,19
"3669","Olga Treischl",432,19
"3670","Nelly Fleming",432,9
"3671","Mike Friedman",432,18
"3672","Olga Treischl",666,9
"3673","Olov Rasmussen",666,11
"3674","Sissy Welch",668,17
"3675","Viky Moreux",670,17
"3676","Sissy Welch",670,6
"3677","Olov Rasmussen",670,16
"3678","Mike Friedman",671,6
"3679","Sandra Toble",673,22
"3680","Gunnar Weimar",673,17
"3681","Viky Moreux",673,18
"3682","Sandra Toble",675,23
"3683","Sandra Toble",675,15
"3684","Nelly Fleming",675,17
"3685","Mike Friedman",675,16
"3686","Sissy Welch",675,5
"3687","Gerry Walsh",675,25
"3688","Viky Moreux",675,18
"3689","Sami Carlson",434,9
"3690","Mike Friedman",435,15
"3691","Viky Moreux",675,18
"3692","Erik Warsky",677,9
"3693","Sissy Welch",680,12
"3694","Erik Warsky",680,18
"3695","Nelly Fleming",680,24
"3696","Erik Warsky",680,14
"3697","Mike Friedman",680,4
"3698","Olov Rasmussen",680,18
"3699","Erik Warsky",680,10
"3700","Gerry Walsh",680,11
"3701","Sandra Toble",681,17
"3702","Mike Friedman",682,15
"3703","Viky Moreux",684,13
"3704","Sissy Welch",684,13
"3705","Sami Carlson",684,17
"3706","Erik Warsky",684,13
"3707","Gunnar Weimar",684,9
"3708","Olov Rasmussen",684,24
"3709","Gerry Walsh",684,18
"3710","Viky Moreux",684,6
"3711","Sami Carlson",684,10
"3712","Olov Rasmussen",684,15
"3713","Sami Carlson",684,23
"3714","Olga Treischl",684,14
"3715","Sandra Toble",684,6
"3716","Gunnar Weimar",684,5
"3717","Nelly Fleming",687,12
"3718","Nelly Fleming",691,5
"3719","Olov Rasmussen",692,7
"3720","Gunnar Weimar",692,15
"3721","Sandra Toble",692,6
"3722","Sandra Toble",694,7
"3723","Olov Rasmussen",694,14
"3724","Viky Moreux",694,6
"3725","Nelly Fleming",695,9
"3726","Mike Friedman",695,17
"3727","Gunnar Weimar",695,19
"3728","Erik Warsky",696,18
"3729","Sandra Toble",698,20
"3730","Sandra Toble",438,16
"3731","Olga Treischl",698,13
"3732","Sissy Welch",698,23
"3733","Sandra Toble",698,19
"3734","Mike Friedman",698,25
"3735","Sandra Toble",700,21
"3736","Sandra Toble",702,16
"3737","Sissy Welch",703,12
"3738","Sissy Welch",439,22
"3739","Olov Rasmussen",442,10
"3740","Sandra Toble",442,10
"3741","Viky Moreux",707,8
"3742","Gunnar Weimar",707,20
"3743","Nelly Fleming",707,10
"3744","Viky Moreux",707,12
"3745","Gunnar Weimar",707,12
"3746","Sissy Welch",707,19
"3747","Gerry Walsh",707,5
"3748","Gerry Walsh",709,15
"3749","Nelly Fleming",709,23
"3750","Olga Treischl",709,23
"3751","Viky Moreux",709,22
"3752","Gerry Walsh",709,14
"3753","Sissy Welch",709,9
"3754","Gunnar Weimar",709,17
"3755","Sandra Toble",709,16
"3756","Nelly Fleming",709,4
"3757","Sandra Toble",709,13
"3758","Sami Carlson",709,24
"3759","Gunnar Weimar",710,6
"3760","Olov Rasmussen",710,11
"3761","Viky Moreux",710,20
"3762","Erik Warsky",710,22
"3763","Sandra Toble",710,18
"3764","Viky Moreux",710,23
"3765","Mike Friedman",710,13
"3766","Gunnar Weimar",710,14
"3767","Nelly Fleming",710,17
"3768","Olga Treischl",710,15
"3769","Sissy Welch",711,8
"3770","Viky Moreux",444,16
"3771","Erik Warsky",446,5
"3772","Gerry Walsh",718,11
"3773","Erik Warsky",720,11
"3774","Sandra Toble",720,20
"3775","Sissy Welch",720,19
"3776","Sandra Toble",720,17
"3777","Sami Carlson",721,20
"3778","Gerry Walsh",447,20
"3779","Mike Friedman",447,10
"3780","Sissy Welch",730,18
"3781","Gerry Walsh",730,12
"3782","Gunnar Weimar",730,21
"3783","Gunnar Weimar",732,16
"3784","Sandra Toble",732,7
"3785","Erik Warsky",732,8
"3786","Erik Warsky",732,18
"3787","Viky Moreux",732,9
"3788","Nelly Fleming",732,24
"3789","Nelly Fleming",732,16
"3790","Mike Friedman",732,16
"3791","Sami Carlson",734,20
"3792","Nelly Fleming",734,24
"3793","Viky Moreux",734,13
"3794","Mike Friedman",734,21
"3795","Sandra Toble",734,9
"3796","Viky Moreux",734,19
"3797","Olga Treischl",734,24
"3798","Viky Moreux",734,4
"3799","Olga Treischl",734,12
"3800","Viky Moreux",447,24
"3801","Gerry Walsh",447,5
"3802","Gerry Walsh",447,16
"3803","Olov Rasmussen",735,25
"3804","Erik Warsky",740,15
"3805","Sandra Toble",742,11
"3806","Sandra Toble",742,13
"3807","Sissy Welch",743,13
"3808","Erik Warsky",743,7
"3809","Nelly Fleming",743,23
"3810","Olov Rasmussen",743,9
"3811","Nelly Fleming",743,20
"3812","Olga Treischl",743,11
"3813","Gunnar Weimar",743,11
"3814","Viky Moreux",749,4
"3815","Nelly Fleming",752,18
"3816","Sissy Welch",752,16
"3817","Olov Rasmussen",756,25
"3818","Gunnar Weimar",756,23
"3819","Gunnar Weimar",757,10
"3820","Sandra Toble",449,16
"3821","Erik Warsky",449,17
"3822","Nelly Fleming",758,8
"3823","Sandra Toble",759,3
"3824","Gerry Walsh",761,8
"3825","Olga Treischl",764,21
"3826","Mike Friedman",764,23
"3827","Sami Carlson",764,14
"3828","Sami Carlson",764,12
"3829","Erik Warsky",765,23
"3830","Sami Carlson",766,19
"3831","Gunnar Weimar",766,17
"3832","Sissy Welch",766,9
"3833","Viky Moreux",766,12
"3834","Olga Treischl",767,17
"3835","Gunnar Weimar",450,7
"3836","Viky Moreux",450,20
"3837","Erik Warsky",769,14
"3838","Olov Rasmussen",772,19
"3839","Erik Warsky",772,11
"3840","Olov Rasmussen",772,12
"3841","Sissy Welch",774,15
"3842","Mike Friedman",775,10
"3843","Sami Carlson",776,24
"3844","Erik Warsky",776,6
"3845","Viky Moreux",776,22
"3846","Nelly Fleming",776,16
"3847","Viky Moreux",776,6
"3848","Mike Friedman",776,6
"3849","Olov Rasmussen",776,18
"3850","Gunnar Weimar",776,7
"3851","Olov Rasmussen",776,5
"3852","Gerry Walsh",776,16
"3853","Sissy Welch",776,24
"3854","Sissy Welch",452,10
"3855","Sandra Toble",776,10
"3856","Sami Carlson",776,7
"3857","Gunnar Weimar",776,4
"3858","Viky Moreux",776,21
"3859","Erik Warsky",776,14
"3860","Sandra Toble",777,3
"3861","Sissy Welch",778,13
"3862","Nelly Fleming",778,4
"3863","Viky Moreux",779,18
"3864","Viky Moreux",780,14
"3865","Sami Carlson",783,21
"3866","Sami Carlson",786,23
"3867","Sissy Welch",787,17
"3868","Gunnar Weimar",789,15
"3869","Mike Friedman",789,7
"3870","Erik Warsky",789,10
"3871","Olov Rasmussen",789,15
"3872","Sissy Welch",789,21
"3873","Olga Treischl",789,5
"3874","Sissy Welch",789,17
"3875","Sami Carlson",789,15
"3876","Mike Friedman",789,21
"3877","Sami Carlson",789,19
"3878","Mike Friedman",790,17
"3879","Sandra Toble",791,25
"3880","Gerry Walsh",795,21
"3881","Mike Friedman",795,5
"3882","Olga Treischl",798,7
"3883","Gerry Walsh",802,3
"3884","Erik Warsky",802,12
"3885","Gunnar Weimar",802,6
"3886","Gerry Walsh",802,11
"3887","Erik Warsky",802,18
"3888","Sissy Welch",457,8
"3889","Olga Treischl",802,6
"3890","Olov Rasmussen",802,20
"3891","Nelly Fleming",802,20
"3892","Olga Treischl",802,18
"3893","Mike Friedman",802,14
"3894","Nelly Fleming",802,12
"3895","Gunnar Weimar",802,20
"3896","Sandra Toble",804,23
"3897","Erik Warsky",804,9
"3898","Gunnar Weimar",805,8
"3899","Erik Warsky",809,23
"3900","Nelly Fleming",810,14
"3901","Olga Treischl",461,14
"3902","Viky Moreux",813,5
"3903","Sandra Toble",814,9
"3904","Sami Carlson",814,12
"3905","Viky Moreux",814,15
"3906","Nelly Fleming",814,18
"3907","Viky Moreux",816,16
"3908","Mike Friedman",816,10
"3909","Mike Friedman",816,22
"3910","Olga Treischl",816,17
"3911","Gerry Walsh",816,10
"3912","Mike Friedman",816,10
"3913","Sandra Toble",816,19
"3914","Sandra Toble",819,25
"3915","Gunnar Weimar",826,22
"3916","Olga Treischl",462,4
"3917","Sami Carlson",462,21
"3918","Viky Moreux",826,8
"3919","Sami Carlson",828,14
"3920","Sissy Welch",828,24
"3921","Gunnar Weimar",828,15
"3922","Mike Friedman",828,24
"3923","Sandra Toble",828,13
"3924","Sissy Welch",837,23
"3925","Sissy Welch",837,19
"3926","Olov Rasmussen",838,12
"3927","Viky Moreux",838,17
"3928","Sami Carlson",840,10
"3929","Olov Rasmussen",840,8
"3930","Sami Carlson",840,13
"3931","Mike Friedman",842,16
"3932","Sissy Welch",842,12
"3933","Sissy Welch",842,19
"3934","Viky Moreux",844,21
"3935","Gerry Walsh",844,21
"3936","Nelly Fleming",844,18
"3937","Nelly Fleming",844,15
"3938","Viky Moreux",844,12
"3939","Sissy Welch",844,5
"3940","Gunnar Weimar",844,10
"3941","Mike Friedman",844,17
"3942","Nelly Fleming",844,19
"3943","Olga Treischl",844,12
"3944","Sami Carlson",844,24
"3945","Sandra Toble",844,8
"3946","Gunnar Weimar",844,11
"3947","Gunnar Weimar",844,10
"3948","Viky Moreux",844,8
"3949","Gerry Walsh",844,23
"3950","Gerry Walsh",844,19
"3951","Nelly Fleming",464,9
"3952","Nelly Fleming",465,18
"3953","Viky Moreux",848,21
"3954","Viky Moreux",850,14
"3955","Sandra Toble",853,8
"3956","Sissy Welch",853,15
"3957","Sissy Welch",853,25
"3958","Sami Carlson",854,5
"3959","Gerry Walsh",854,4
"3960","Olov Rasmussen",854,4
"3961","Sandra Toble",854,19
"3962","Sissy Welch",857,23
"3963","Gunnar Weimar",468,4
"3964","Gerry Walsh",857,10
"3965","Sami Carlson",857,18
"3966","Olga Treischl",857,18
"3967","Olga Treischl",862,23
"3968","Sandra Toble",862,19
"3969","Mike Friedman",863,22
"3970","Erik Warsky",863,23
"3971","Erik Warsky",863,15
"3972","Sami Carlson",863,21
"3973","Olga Treischl",863,24
"3974","Viky Moreux",863,14
"3975","Mike Friedman",863,7
"3976","Olga Treischl",864,23
"3977","Olov Rasmussen",865,8
"3978","Sissy Welch",868,5
"3979","Viky Moreux",868,11
"3980","Sandra Toble",871,10
"3981","Gunnar Weimar",871,4
"3982","Sissy Welch",469,4
"3983","Sandra Toble",872,24
"3984","Mike Friedman",872,4
"3985","Sandra Toble",872,19
"3986","Olov Rasmussen",872,8
"3987","Nelly Fleming",872,8
"3988","Mike Friedman",872,25
"3989","Mike Friedman",872,22
"3990","Erik Warsky",872,17
"3991","Gunnar Weimar",873,12
"3992","Sandra Toble",874,23
"3993","Sandra Toble",878,13
"3994","Olga Treischl",878,9
"3995","Nelly Fleming",878,15
"3996","Gunnar Weimar",878,10
"3997","Sissy Welch",878,25
"3998","Gerry Walsh",878,13
"3999","Mike Friedman",878,20
"4000","Erik Warsky",878,17
"4001","Erik Warsky",878,23
"4002","Olov Rasmussen",878,23
"4003","Olga Treischl",878,6
"4004","Viky Moreux",878,14
"4005","Gunnar Weimar",878,12
"4006","Sandra Toble",471,21
"4007","Gunnar Weimar",886,14
"4008","Nelly Fleming",886,11
"4009","Sissy Welch",886,20
"4010","Gunnar Weimar",886,18
"4011","Sissy Welch",886,8
"4012","Sissy Welch",886,21
"4013","Sami Carlson",886,23
"4014","Olov Rasmussen",891,11
"4015","Nelly Fleming",891,10
"4016","Mike Friedman",891,20
"4017","Gerry Walsh",891,10
"4018","Nelly Fleming",893,3
"4019","Nelly Fleming",897,12
"4020","Nelly Fleming",897,17
"4021","Erik Warsky",900,19
"4022","Sandra Toble",903,25
"4023","Sami Carlson",907,24
"4024","Sissy Welch",907,13
"4025","Viky Moreux",473,16
"4026","Olov Rasmussen",907,17
"4027","Olga Treischl",907,12
"4028","Sandra Toble",907,18
"4029","Sissy Welch",907,19
"4030","Olga Treischl",907,22
"4031","Viky Moreux",911,8
"4032","Mike Friedman",911,21
"4033","Sissy Welch",911,23
"4034","Sandra Toble",911,24
"4035","Sissy Welch",911,10
"4036","Olga Treischl",911,7
"4037","Sandra Toble",911,20
"4038","Gerry Walsh",911,8
"4039","Erik Warsky",911,9
"4040","Erik Warsky",911,10
"4041","Mike Friedman",912,19
"4042","Olov Rasmussen",914,12
"4043","Olov Rasmussen",914,13
"4044","Gunnar Weimar",914,17
"4045","Mike Friedman",917,4
"4046","Nelly Fleming",917,25
"4047","Nelly Fleming",475,22
"4048","Olov Rasmussen",475,4
"4049","Gerry Walsh",475,5
"4050","Olov Rasmussen",475,16
"4051","Sami Carlson",924,10
"4052","Sami Carlson",924,12
"4053","Viky Moreux",924,22
"4054","Gunnar Weimar",924,7
"4055","Gunnar Weimar",924,23
"4056","Viky Moreux",930,23
"4057","Nelly Fleming",933,7
"4058","Mike Friedman",477,9
"4059","Erik Warsky",477,19
"4060","Sami Carlson",936,6
"4061","Mike Friedman",936,20
"4062","Erik Warsky",936,15
"4063","Sandra Toble",942,11
"4064","Viky Moreux",942,10
"4065","Erik Warsky",942,7
"4066","Sandra Toble",942,8
"4067","Gunnar Weimar",942,21
"4068","Gunnar Weimar",942,16
"4069","Sandra Toble",942,24
"4070","Mike Friedman",942,4
"4071","Mike Friedman",942,15
"4072","Viky Moreux",942,13
"4073","Gunnar Weimar",943,8
"4074","Gerry Walsh",944,24
"4075","Sissy Welch",947,9
"4076","Olga Treischl",477,19
"4077","Sami Carlson",952,10
"4078","Sissy Welch",954,19
"4079","Sami Carlson",959,5
"4080","Nelly Fleming",959,6
"4081","Gunnar Weimar",965,11
"4082","Sami Carlson",965,15
"4083","Viky Moreux",972,17
"4084","Nelly Fleming",975,14
"4085","Sissy Welch",976,25
"4086","Sami Carlson",977,12
"4087","Gunnar Weimar",979,21
"4088","Sandra Toble",979,19
"4089","Viky Moreux",982,13
"4090","Sissy Welch",987,25
"4091","Nelly Fleming",988,10
"4092","Sissy Welch",988,7
"4093","Viky Moreux",988,17
"4094","Gunnar Weimar",988,22
"4095","Olov Rasmussen",988,16
"4096","Sandra Toble",997,22
"4097","Olov Rasmussen",486,3
"4098","Nelly Fleming",1008,10
"4099","Sissy Welch",1012,6
"4100","Mike Friedman",1013,5
"4101","Sami Carlson",1013,14
"4102","Sami Carlson",1013,5
"4103","Olga Treischl",1013,8
"4104","Gunnar Weimar",1013,22
"4105","Mike Friedman",1013,22
"4106","Olov Rasmussen",382,23
"4107","Sissy Welch",382,15
"4108","Nelly Fleming",383,3
"4109","Viky Moreux",384,8
"4110","Sami Carlson",1020,8
"4111","Mike Friedman",1034,24
"4112","Nelly Fleming",1039,10
"4113","Sami Carlson",489,15
"4114","Gunnar Weimar",1041,16
"4115","Viky Moreux",1041,8
"4116","Sami Carlson",1046,7
"4117","Erik Warsky",1046,18
"4118","Viky Moreux",1046,5
"4119","Sandra Toble",1046,11
"4120","Sami Carlson",1046,16
"4121","Mike Friedman",1046,18
"4122","Gunnar Weimar",489,15
"4123","Erik Warsky",1060,24
"4124","Nelly Fleming",1061,7
"4125","Viky Moreux",491,25
"4126","Sami Carlson",491,11
"4127","Gunnar Weimar",1074,13
"4128","Nelly Fleming",1080,14
"4129","Mike Friedman",1080,10
"4130","Olov Rasmussen",1080,16
"4131","Sami Carlson",1081,23
"4132","Gerry Walsh",491,19
"4133","Olov Rasmussen",1094,17
"4134","Sami Carlson",1094,6
"4135","Mike Friedman",1094,17
"4136","Olga Treischl",1105,11
"4137","Mike Friedman",491,23
"4138","Gunnar Weimar",1114,25
"4139","Viky Moreux",1114,17
"4140","Sami Carlson",1122,21
"4141","Olga Treischl",493,4
"4142","Erik Warsky",495,21
"4143","Olga Treischl",495,4
"4144","Nelly Fleming",1140,10
"4145","Mike Friedman",497,13
"4146","Sandra Toble",1168,5
"4147","Viky Moreux",499,9
"4148","Sami Carlson",499,15
"4149","Sandra Toble",499,24
"4150","Sandra Toble",499,4
"4151","Mike Friedman",500,14
"4152","Sami Carlson",500,20
"4153","Mike Friedman",1209,14
"4154","Sissy Welch",1235,24
"4155","Sissy Welch",393,7
"4156","Olga Treischl",504,5
"4157","Viky Moreux",504,24
"4158","Olga Treischl",1294,7
"4159","Nelly Fleming",505,14
"4160","Sandra Toble",506,19
"4161","Olga Treischl",506,12
"4162","Nelly Fleming",506,18
"4163","Olov Rasmussen",506,3
"4164","Gerry Walsh",506,14
"4165","Mike Friedman",507,5
"4166","Viky Moreux",507,5
"4167","Olov Rasmussen",507,15
"4168","Gerry Walsh",507,7
"4169","Sami Carlson",507,7
"4170","Olov Rasmussen",507,17
"4171","Viky Moreux",514,24
"4172","Sandra Toble",514,4
"4173","Erik Warsky",515,9
"4174","Gunnar Weimar",515,17
"4175","Viky Moreux",515,14
"4176","Sami Carlson",516,21
"4177","Viky Moreux",394,15
"4178","Viky Moreux",523,21
"4179","Viky Moreux",523,19
"4180","Gunnar Weimar",523,19
"4181","Mike Friedman",524,5
"4182","Mike Friedman",524,16
"4183","Erik Warsky",526,19
"4184","Olov Rasmussen",526,25
"4185","Viky Moreux",526,14
"4186","Erik Warsky",526,12
"4187","Sissy Welch",526,4
"4188","Olov Rasmussen",526,13
"4189","Gunnar Weimar",526,8
"4190","Gerry Walsh",394,23
"4191","Sami Carlson",394,6
"4192","Mike Friedman",394,15
"4193","Sandra Toble",394,6
"4194","Nelly Fleming",530,11
"4195","Sami Carlson",530,20
"4196","Sissy Welch",532,15
"4197","Sandra Toble",532,18
"4198","Sami Carlson",539,4
"4199","Viky Moreux",539,19
"4200","Olov Rasmussen",540,18
"4201","Olov Rasmussen",540,19
"4202","Nelly Fleming",540,22
"4203","Erik Warsky",540,14
"4204","Sami Carlson",540,15
"4205","Erik Warsky",541,10
"4206","Gerry Walsh",542,8
"4207","Olov Rasmussen",544,24
"4208","Nelly Fleming",401,10
"4209","Nelly Fleming",544,10
"4210","Sandra Toble",544,11
"4211","Viky Moreux",544,5
"4212","Olga Treischl",544,20
"4213","Viky Moreux",544,12
"4214","Olga Treischl",545,21
"4215","Erik Warsky",552,13
"4216","Mike Friedman",552,11
"4217","Erik Warsky",552,20
"4218","Erik Warsky",552,21
"4219","Nelly Fleming",552,20
"4220","Nelly Fleming",552,4
"4221","Olov Rasmussen",552,11
"4222","Sissy Welch",552,5
"4223","Sami Carlson",552,9
"4224","Viky Moreux",552,6
"4225","Sami Carlson",552,6
"4226","Viky Moreux",554,22
"4227","Olov Rasmussen",557,13
"4228","Sandra Toble",557,13
"4229","Sissy Welch",558,13
"4230","Olov Rasmussen",558,12
"4231","Gerry Walsh",559,21
"4232","Sami Carlson",561,21
"4233","Viky Moreux",561,25
"4234","Mike Friedman",561,24
"4235","Viky Moreux",561,14
"4236","Sandra Toble",561,21
"4237","Erik Warsky",561,17
"4238","Erik Warsky",561,20
"4239","Erik Warsky",561,11
"4240","Mike Friedman",561,17
"4241","Viky Moreux",565,16
"4242","Viky Moreux",565,4
"4243","Gerry Walsh",565,24
"4244","Mike Friedman",565,8
"4245","Olga Treischl",565,22
"4246","Gunnar Weimar",568,9
"4247","Mike Friedman",571,16
"4248","Sissy Welch",571,18
"4249","Mike Friedman",571,6
"4250","Sissy Welch",573,22
"4251","Sissy Welch",573,13
"4252","Mike Friedman",574,8
"4253","Sandra Toble",574,23
"4254","Olga Treischl",576,7
"4255","Sissy Welch",576,4
"4256","Olga Treischl",408,5
"4257","Olov Rasmussen",408,19
"4258","Olov Rasmussen",579,23
"4259","Olga Treischl",579,8
"4260","Gerry Walsh",581,14
"4261","Sissy Welch",581,6
"4262","Gunnar Weimar",583,5
"4263","Sami Carlson",583,19
"4264","Mike Friedman",586,20
"4265","Sami Carlson",589,24
"4266","Sami Carlson",589,17
"4267","Olov Rasmussen",589,11
"4268","Gunnar Weimar",589,4
"4269","Gerry Walsh",589,22
"4270","Sandra Toble",590,5
"4271","Sissy Welch",418,22
